flight_number,airline_name,departure_airport,arrival_airport,departure_time,arrival_time,duration_hours,flight_price
WN5297,Southwest Airlines,Los Angeles International,San Francisco International,9/18/2022,6/27/2022,2,2588.1
KL6392,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,4/22/2022,5/31/2022,17,3779.68
ET8279,Ethiopian Airlines,Bole International,Leonardo da Vinci International,5/23/2022,4/28/2022,5,2274.89
ET5456,Ethiopian Airlines,Bole International,Hamad International,10/29/2022,9/25/2022,2,1988.37
ET5032,Ethiopian Airlines,Bole International,Hamad International,12/30/2022,2/24/2022,3,344.68
AV4742,Avianca,El Dorado International,Miami International,1/25/2022,2/26/2022,12,3977.28
KL2299,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,7/23/2022,10/20/2022,23,2432.97
LA5365,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,11/14/2022,12/13/2022,22,4801.68
LH4336,Lufthansa,Frankfurt Airport,Bole International,11/20/2022,8/28/2022,7,1385.97
AA3153,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,6/6/2022,6/23/2022,4,565.12
AV1895,Avianca,El Dorado International,O'Hare International,3/11/2022,10/11/2022,13,2237.97
NZ6282,Air New Zealand,Auckland Airport,Sydney Airport,10/3/2022,4/11/2022,19,4772.36
AZ1471,Alitalia,Leonardo da Vinci International,Charles de Gaulle,10/24/2022,6/19/2022,11,2868.66
BA6368,British Airways,Heathrow,Charles de Gaulle,10/22/2022,1/12/2022,3,3284.76
WN3368,Southwest Airlines,Los Angeles International,San Francisco International,9/21/2022,5/7/2022,15,3763.54
QF4484,Qantas,Sydney Airport,Melbourne Airport,6/1/2022,9/17/2022,19,328.19
TG7872,Thai Airways,Suvarnabhumi,Changi,9/21/2022,6/17/2022,19,2916.81
SA2360,South African Airways,O.R. Tambo International,Frankfurt Airport,9/14/2022,3/2/2022,8,115.49
UA7542,United Airlines,Los Angeles International,San Francisco International,1/3/2022,6/19/2022,3,2054.59
KL6466,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,7/21/2022,2/26/2022,3,4584.99
KL2582,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Stockholm Arlanda,7/18/2022,7/15/2022,8,3281.25
NH3367,All Nippon Airways,Haneda,Incheon International,9/3/2022,9/11/2022,6,3045.37
WN3007,Southwest Airlines,Los Angeles International,San Francisco International,1/14/2022,10/19/2022,12,127.01
KL4943,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,10/4/2022,8/20/2022,22,2089.89
IB1310,Iberia,Adolfo Suárez Madrid–Barajas,Munich Airport,3/21/2022,6/6/2022,3,4589.62
CX9713,Cathay Pacific,Hong Kong International,Changi,10/5/2022,9/26/2022,6,4507.41
AC5775,Air Canada,Toronto Pearson,John F. Kennedy International,7/29/2022,6/28/2022,12,1971.6
AV8641,Avianca,El Dorado International,O'Hare International,10/9/2022,6/19/2022,7,3429.67
QF9921,Qantas,Sydney Airport,Melbourne Airport,4/4/2022,1/20/2022,2,2594.66
TG1883,Thai Airways,Suvarnabhumi,Changi,1/25/2022,1/22/2022,11,3646.8
NH5739,All Nippon Airways,Haneda,Incheon International,5/7/2022,12/19/2022,1,564.94
SQ5883,Singapore Airlines,Changi,Beijing Capital International,7/29/2022,1/15/2022,2,175.73
DL2731,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/28/2022,1/16/2022,12,2381.73
AC2663,Air Canada,Toronto Pearson,John F. Kennedy International,6/15/2022,4/8/2022,18,1926.03
CX5044,Cathay Pacific,Hong Kong International,Changi,9/3/2022,3/1/2022,13,2493.18
AV6383,Avianca,El Dorado International,O'Hare International,7/14/2022,11/26/2022,1,1719.61
TG5091,Thai Airways,Suvarnabhumi,Changi,1/5/2022,8/12/2022,24,3262.24
EK8848,Emirates,Dubai International,Logan International,8/18/2022,5/4/2022,17,4711.18
AA7774,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,9/5/2022,4/10/2022,3,3024.57
AV9215,Avianca,El Dorado International,O'Hare International,2/20/2022,6/1/2022,22,2035.32
AI2188,Air India,Indira Gandhi International,Chhatrapati Shivaji International,5/24/2022,1/12/2022,24,4584.94
KL3471,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,5/26/2022,3/29/2022,11,997.0
NZ5754,Air New Zealand,Auckland Airport,Melbourne Airport,4/26/2022,7/26/2022,10,2113.04
QR1780,Qatar Airways,Hamad International,Bole International,6/12/2022,2/10/2022,5,4023.84
CX1515,Cathay Pacific,Hong Kong International,Changi,4/23/2022,6/4/2022,16,575.42
NH9718,All Nippon Airways,Haneda,Incheon International,1/30/2022,9/2/2022,24,4334.04
SA4861,South African Airways,O.R. Tambo International,Charles de Gaulle,1/30/2022,4/5/2022,21,1416.34
BA6452,British Airways,Heathrow,Charles de Gaulle,1/20/2022,3/24/2022,9,1608.71
LH2536,Lufthansa,Frankfurt Airport,Amsterdam Airport Schiphol,1/3/2022,3/6/2022,3,1102.59
NZ7734,Air New Zealand,Auckland Airport,Sydney Airport,5/1/2022,2/23/2022,9,3109.65
SQ6860,Singapore Airlines,Changi,Beijing Capital International,2/16/2022,4/27/2022,15,4812.38
WN2810,Southwest Airlines,Los Angeles International,San Francisco International,6/17/2022,5/16/2022,6,1254.74
WN9686,Southwest Airlines,Los Angeles International,Dallas/Fort Worth International,8/15/2022,4/2/2022,4,1300.81
AV3392,Avianca,El Dorado International,O'Hare International,11/7/2022,8/24/2022,11,3090.38
UA8158,United Airlines,Los Angeles International,O'Hare International,5/14/2022,4/6/2022,8,976.67
LA8602,LATAM Airlines,São Paulo/Guarulhos International,Sydney Airport,12/6/2022,8/21/2022,22,1936.41
AC9487,Air Canada,Toronto Pearson,John F. Kennedy International,3/2/2022,7/12/2022,24,4723.26
SK9628,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,5/29/2022,4/4/2022,10,4524.32
SA2233,South African Airways,O.R. Tambo International,Charles de Gaulle,9/5/2022,12/15/2022,22,1154.04
QR4593,Qatar Airways,Hamad International,Bole International,5/29/2022,5/14/2022,21,2735.36
KL9656,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,4/3/2022,4/4/2022,14,620.82
AI9127,Air India,Indira Gandhi International,Chhatrapati Shivaji International,10/22/2022,6/9/2022,18,294.72
AF4803,Air France,Charles de Gaulle,Amsterdam Airport Schiphol,8/31/2022,5/5/2022,16,2951.12
SK3500,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,10/15/2022,8/2/2022,18,1940.68
SQ7058,Singapore Airlines,Changi,Beijing Capital International,5/9/2022,2/19/2022,22,2075.1
UA4386,United Airlines,Los Angeles International,San Francisco International,9/16/2022,11/22/2022,17,3404.7
DL7381,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,9/11/2022,12/6/2022,3,103.97
AF3527,Air France,Charles de Gaulle,Frankfurt Airport,7/14/2022,4/15/2022,9,4280.47
QF6330,Qantas,Sydney Airport,Melbourne Airport,5/27/2022,8/29/2022,16,869.58
ET6816,Ethiopian Airlines,Bole International,Hamad International,10/1/2022,12/24/2022,14,1182.77
AF8339,Air France,Charles de Gaulle,Frankfurt Airport,7/20/2022,7/7/2022,8,4561.07
AI5848,Air India,Indira Gandhi International,Chhatrapati Shivaji International,2/16/2022,10/2/2022,12,937.64
AV6048,Avianca,El Dorado International,O'Hare International,6/9/2022,3/14/2022,14,849.15
IB3428,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,6/20/2022,11/13/2022,18,4599.81
QR3757,Qatar Airways,Hamad International,Bole International,10/21/2022,5/23/2022,3,236.04
AM1425,Aeroméxico,Benito Juárez International,O'Hare International,7/3/2022,6/8/2022,3,4444.05
NH8258,All Nippon Airways,Haneda,Incheon International,10/10/2022,1/16/2022,14,964.03
BA1044,British Airways,Heathrow,Charles de Gaulle,5/5/2022,12/16/2022,13,1601.12
AF8392,Air France,Charles de Gaulle,Frankfurt Airport,12/30/2022,9/21/2022,24,798.15
KL3664,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Frankfurt Airport,2/9/2022,6/30/2022,22,1234.5
NH9411,All Nippon Airways,Haneda,Incheon International,5/28/2022,4/25/2022,19,1372.68
SA3089,South African Airways,O.R. Tambo International,Copenhagen Airport,1/1/2022,12/21/2022,7,4684.84
AF3537,Air France,Charles de Gaulle,Frankfurt Airport,10/4/2022,8/3/2022,24,479.39
SQ6860,Singapore Airlines,Changi,Beijing Capital International,11/18/2022,2/6/2022,18,3784.86
SA2908,South African Airways,O.R. Tambo International,Charles de Gaulle,2/27/2022,2/9/2022,11,1058.34
AF1538,Air France,Charles de Gaulle,Frankfurt Airport,3/29/2022,11/9/2022,3,1107.3
UA5154,United Airlines,Los Angeles International,Jorge Chávez International,12/20/2022,11/24/2022,14,4680.54
EK5296,Emirates,Dubai International,Hamad International,10/3/2022,4/27/2022,13,4888.45
UA3397,United Airlines,Los Angeles International,San Francisco International,1/13/2022,4/8/2022,7,2013.89
KL8670,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,5/2/2022,11/13/2022,24,3261.64
AF7177,Air France,Charles de Gaulle,Frankfurt Airport,4/24/2022,5/8/2022,13,1505.01
AI9401,Air India,Indira Gandhi International,Dubai International,7/11/2022,11/22/2022,23,3092.47
LH1464,Lufthansa,Frankfurt Airport,Charles de Gaulle,7/18/2022,7/7/2022,12,3974.42
AM7778,Aeroméxico,Benito Juárez International,O'Hare International,11/23/2022,7/15/2022,21,3079.72
DL8128,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/6/2022,7/19/2022,23,4462.73
AA4128,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,9/5/2022,3/1/2022,9,2362.73
CX2918,Cathay Pacific,Hong Kong International,Changi,1/16/2022,11/14/2022,4,1047.63
ET5363,Ethiopian Airlines,Bole International,Hamad International,12/30/2022,4/5/2022,2,1587.83
NH4003,All Nippon Airways,Haneda,Incheon International,10/13/2022,10/14/2022,1,3233.62
LH6753,Lufthansa,Frankfurt Airport,Charles de Gaulle,3/8/2022,11/28/2022,15,763.04
QF7905,Qantas,Sydney Airport,Melbourne Airport,6/15/2022,12/15/2022,20,4500.84
AF1510,Air France,Charles de Gaulle,Frankfurt Airport,1/13/2022,11/19/2022,9,2113.97
BA1547,British Airways,Heathrow,Charles de Gaulle,10/10/2022,6/19/2022,19,1510.4
SA6570,South African Airways,O.R. Tambo International,Charles de Gaulle,12/10/2022,6/4/2022,9,4138.96
TG2442,Thai Airways,Suvarnabhumi,Changi,6/15/2022,3/30/2022,2,4893.27
AI2783,Air India,Indira Gandhi International,Chhatrapati Shivaji International,10/9/2022,10/31/2022,15,2006.35
AF9987,Air France,Charles de Gaulle,Arturo Merino Benítez International,11/28/2022,3/29/2022,16,2798.05
WN9442,Southwest Airlines,Los Angeles International,Stockholm Arlanda,4/15/2022,8/16/2022,24,3791.1
CX1145,Cathay Pacific,Hong Kong International,Changi,1/19/2022,2/4/2022,6,1439.09
SQ8804,Singapore Airlines,Changi,Beijing Capital International,5/20/2022,3/17/2022,14,3524.71
QF1731,Qantas,Sydney Airport,Melbourne Airport,4/23/2022,8/18/2022,1,1876.49
DL9400,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,2/1/2022,1/6/2022,15,433.05
AA6712,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/3/2022,7/26/2022,4,3048.24
LH7515,Lufthansa,Frankfurt Airport,Charles de Gaulle,7/28/2022,1/21/2022,8,2270.23
WN6726,Southwest Airlines,Los Angeles International,San Francisco International,11/6/2022,12/3/2022,17,4134.5
AV5552,Avianca,El Dorado International,O'Hare International,1/9/2022,1/24/2022,10,1805.48
LH1518,Lufthansa,Frankfurt Airport,Arturo Merino Benítez International,8/21/2022,9/27/2022,17,3551.27
IB8590,Iberia,Adolfo Suárez Madrid–Barajas,Kuala Lumpur International,8/27/2022,10/27/2022,16,2807.64
AZ9023,Alitalia,Leonardo da Vinci International,Charles de Gaulle,7/27/2022,1/14/2022,8,3172.86
QR7454,Qatar Airways,Hamad International,Bole International,4/28/2022,10/25/2022,5,4427.24
DL2404,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,12/22/2022,9/16/2022,9,4156.8
QR2311,Qatar Airways,Hamad International,Frankfurt Airport,1/28/2022,8/22/2022,17,4803.95
LH5523,Lufthansa,Frankfurt Airport,Charles de Gaulle,10/6/2022,1/24/2022,24,2847.05
BA7616,British Airways,Heathrow,Amsterdam Airport Schiphol,7/3/2022,10/16/2022,24,1818.59
AA1542,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/27/2022,2/28/2022,9,1740.15
QR7511,Qatar Airways,Hamad International,Bole International,11/3/2022,9/21/2022,18,4131.75
AC5745,Air Canada,Toronto Pearson,Logan International,7/7/2022,1/21/2022,17,1842.88
AF3476,Air France,Charles de Gaulle,Leonardo da Vinci International,12/8/2022,2/3/2022,24,1405.08
NZ4614,Air New Zealand,Auckland Airport,Sydney Airport,7/13/2022,11/12/2022,6,2170.18
AA9225,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,9/29/2022,7/13/2022,21,2744.48
LA7165,LATAM Airlines,São Paulo/Guarulhos International,Miami International,1/1/2022,10/14/2022,8,2111.82
SK9722,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,9/13/2022,5/11/2022,24,4193.81
WN2778,Southwest Airlines,Los Angeles International,Seattle-Tacoma International,10/4/2022,5/31/2022,1,320.83
WN3254,Southwest Airlines,Los Angeles International,San Francisco International,4/9/2022,3/12/2022,22,1744.77
AA5136,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,11/13/2022,5/5/2022,21,4322.76
TG9446,Thai Airways,Suvarnabhumi,Changi,9/18/2022,3/5/2022,6,920.12
NH2177,All Nippon Airways,Haneda,Amsterdam Airport Schiphol,7/30/2022,9/5/2022,4,2699.43
QF3037,Qantas,Sydney Airport,Melbourne Airport,8/20/2022,12/4/2022,13,4313.31
ET8753,Ethiopian Airlines,Bole International,Hamad International,1/8/2022,5/17/2022,4,3823.35
IB7772,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,4/11/2022,2/19/2022,20,3632.43
QF7112,Qantas,Sydney Airport,Melbourne Airport,7/9/2022,6/16/2022,24,697.33
KE9981,Korean Air,Incheon International,Haneda,7/31/2022,10/24/2022,4,1239.51
NH4003,All Nippon Airways,Haneda,Incheon International,3/7/2022,2/3/2022,22,4862.58
AV6517,Avianca,El Dorado International,Benito Juárez International,10/16/2022,7/20/2022,1,2886.02
AV3778,Avianca,El Dorado International,Indira Gandhi International,5/14/2022,11/26/2022,2,2668.17
SQ6228,Singapore Airlines,Changi,Beijing Capital International,5/30/2022,7/11/2022,16,1323.25
SA5492,South African Airways,O.R. Tambo International,Bole International,2/18/2022,1/6/2022,12,830.66
NZ6084,Air New Zealand,Auckland Airport,Sydney Airport,9/5/2022,5/4/2022,14,1014.31
AF2033,Air France,Charles de Gaulle,Amsterdam Airport Schiphol,6/13/2022,2/1/2022,6,349.08
WN6462,Southwest Airlines,Los Angeles International,San Francisco International,12/4/2022,7/3/2022,20,923.11
ET7092,Ethiopian Airlines,Bole International,Hamad International,1/4/2022,4/20/2022,18,548.67
CX8522,Cathay Pacific,Hong Kong International,Charles de Gaulle,8/9/2022,8/1/2022,13,1387.18
SA1654,South African Airways,O.R. Tambo International,Charles de Gaulle,10/10/2022,11/28/2022,21,2633.23
LH4515,Lufthansa,Frankfurt Airport,Charles de Gaulle,12/12/2022,2/9/2022,18,388.31
AC8594,Air Canada,Toronto Pearson,Hartsfield-Jackson Atlanta,12/14/2022,10/6/2022,1,3743.98
AZ4564,Alitalia,Leonardo da Vinci International,Charles de Gaulle,10/8/2022,5/9/2022,12,4069.14
LH8760,Lufthansa,Frankfurt Airport,Charles de Gaulle,6/25/2022,6/14/2022,3,2923.37
ET9838,Ethiopian Airlines,Bole International,Hamad International,8/3/2022,12/17/2022,7,2677.22
LA3671,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,3/29/2022,1/9/2022,21,4380.85
TG9392,Thai Airways,Suvarnabhumi,Changi,10/31/2022,5/28/2022,15,1965.93
SQ5996,Singapore Airlines,Changi,Beijing Capital International,6/8/2022,1/26/2022,6,4927.07
SK9152,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,11/26/2022,11/10/2022,6,597.09
BA2913,British Airways,Heathrow,Charles de Gaulle,11/9/2022,11/29/2022,13,1388.41
DL2000,Delta Air Lines,John F. Kennedy International,O'Hare International,12/5/2022,3/25/2022,10,1780.12
NZ7026,Air New Zealand,Auckland Airport,Sydney Airport,6/30/2022,5/18/2022,15,4196.75
AF5555,Air France,Charles de Gaulle,Hong Kong International,9/3/2022,11/19/2022,2,4928.3
IB6399,Iberia,Adolfo Suárez Madrid–Barajas,Benito Juárez International,8/9/2022,5/14/2022,20,3889.97
IB9152,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,10/13/2022,4/19/2022,19,1739.19
AM2401,Aeroméxico,Benito Juárez International,Frankfurt Airport,4/5/2022,3/3/2022,7,4538.36
CX6670,Cathay Pacific,Hong Kong International,Chhatrapati Shivaji International,10/4/2022,6/24/2022,23,4427.98
QF5890,Qantas,Sydney Airport,Melbourne Airport,2/4/2022,7/11/2022,15,2442.35
AZ2796,Alitalia,Leonardo da Vinci International,Charles de Gaulle,7/29/2022,7/30/2022,2,1968.22
AA1753,American Airlines,John F. Kennedy International,Cairo International,11/21/2022,8/9/2022,19,1419.67
IB9980,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,3/29/2022,1/11/2022,20,103.19
SQ9432,Singapore Airlines,Changi,Beijing Capital International,11/9/2022,8/7/2022,1,848.32
AC8255,Air Canada,Toronto Pearson,John F. Kennedy International,3/17/2022,12/30/2022,20,4326.23
AI8973,Air India,Indira Gandhi International,Chhatrapati Shivaji International,2/21/2022,12/12/2022,21,3128.2
KE1844,Korean Air,Incheon International,Haneda,10/14/2022,10/21/2022,4,1441.16
AZ1133,Alitalia,Leonardo da Vinci International,Charles de Gaulle,11/29/2022,1/29/2022,7,2468.5
AC5159,Air Canada,Toronto Pearson,John F. Kennedy International,4/9/2022,8/20/2022,14,3624.65
AI4273,Air India,Indira Gandhi International,Chhatrapati Shivaji International,6/14/2022,12/19/2022,8,174.72
UA7107,United Airlines,Los Angeles International,Hartsfield-Jackson Atlanta,3/21/2022,1/12/2022,13,2212.13
QR4568,Qatar Airways,Hamad International,Jomo Kenyatta International,8/29/2022,6/8/2022,16,691.9
NZ1688,Air New Zealand,Auckland Airport,Sydney Airport,8/10/2022,2/1/2022,19,3566.5
KL4057,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,11/6/2022,8/12/2022,19,4993.06
EK9265,Emirates,Dubai International,Hamad International,1/16/2022,3/18/2022,3,2300.36
EK9670,Emirates,Dubai International,Los Angeles International,2/22/2022,12/29/2022,16,817.31
AF9202,Air France,Charles de Gaulle,Frankfurt Airport,6/30/2022,1/25/2022,23,4792.42
